year_film,year_ceremony,number_ceremony,category,actor_name,film,winner
1987,1988,60,DIRECTING,Adrian Lyne,Fatal Attraction,f
1965,1966,38,MUSIC (Music Score--substantially original),Maurice Jarre,Doctor Zhivago,t
1965,1966,38,MUSIC (Music Score--substantially original),Alfred Newman,The Greatest Story Ever Told,f
1965,1966,38,MUSIC (Music Score--substantially original),Jerry Goldsmith,A Patch of Blue,f
1965,1966,38,MUSIC (Music Score--substantially original),"Michel Legrand, Jacques Demy",The Umbrellas of Cherbourg,f
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),DeVol,Cat Ballou,f
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),"Lionel Newman, Alexander Courage",The Pleasure Seekers,f
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Irwin Kostal,The Sound of Music,t
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Don Walker,A Thousand Clowns,f
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Michel Legrand,The Umbrellas of Cherbourg,f
1965,1966,38,MUSIC (Song),Music by Jerry Livingston; Lyrics by Mack David,Cat Ballou,f
1965,1966,38,MUSIC (Song),Music by Michel Legrand; Lyrics by Jacques Demy; English Lyrics by Norman Gimbel,The Umbrellas of Cherbourg,f
1965,1966,38,MUSIC (Song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,The Sandpiper,t
1965,1966,38,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,The Great Race,f
1965,1966,38,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,What's New Pussycat?,f
1965,1966,38,BEST PICTURE,"Joseph Janni, Producer",Darling,f
1965,1966,38,BEST PICTURE,"Carlo Ponti, Producer",Doctor Zhivago,f
1965,1966,38,BEST PICTURE,"Stanley Kramer, Producer",Ship of Fools,f
1965,1966,38,BEST PICTURE,"Robert Wise, Producer",The Sound of Music,t
1965,1966,38,BEST PICTURE,"Fred Coe, Producer",A Thousand Clowns,f
1965,1966,38,SHORT SUBJECT (Cartoon),"Eliot Noyes, Jr., Producer",Clay or The Origin of Species,f
1965,1966,38,SHORT SUBJECT (Cartoon),"Chuck Jones and Les Goldman, Producers",The Dot and the Line,t
1965,1966,38,SHORT SUBJECT (Cartoon),"Emanuele Luzzati, Producer",The Thieving Magpie (La Gazza Ladra),f
1965,1966,38,SHORT SUBJECT (Live Action),"Claude Berri, Producer",The Chicken (Le Poulet),t
1965,1966,38,SHORT SUBJECT (Live Action),"Lothar Wolff, Producer",Fortress of Peace,f
1965,1966,38,SHORT SUBJECT (Live Action),"Marshal Backlar and Noel Black, Producers",Skaterdater,f
1965,1966,38,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Snow,f
1965,1966,38,SHORT SUBJECT (Live Action),"Jim Henson, Producer",Time Piece,f
1965,1966,38,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",The Agony and the Ecstasy,f
1965,1966,38,SOUND,"Metro-Goldwyn-Mayer British Studio Sound Department, A. W. Watkins, Sound Director; and Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Doctor Zhivago,f
1965,1966,38,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",The Great Race,f
1965,1966,38,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Shenandoah,f
1965,1966,38,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Sound of Music,t
1965,1966,38,SOUND EFFECTS,Tregoweth Brown,The Great Race,t
1965,1966,38,SOUND EFFECTS,Walter A. Rossi,Von Ryan's Express,f
1965,1966,38,SPECIAL VISUAL EFFECTS,J. McMillan Johnson,The Greatest Story Ever Told,f
1965,1966,38,SPECIAL VISUAL EFFECTS,John Stears,Thunderball,t
1965,1966,38,WRITING (Screenplay--based on material from another medium),"Walter Newman, Frank R. Pierson",Cat Ballou,f
1965,1966,38,WRITING (Screenplay--based on material from another medium),"Stanley Mann, John Kohn",The Collector,f
1965,1966,38,WRITING (Screenplay--based on material from another medium),Robert Bolt,Doctor Zhivago,t
1965,1966,38,WRITING (Screenplay--based on material from another medium),Abby Mann,Ship of Fools,f
1965,1966,38,WRITING (Screenplay--based on material from another medium),Herb Gardner,A Thousand Clowns,f
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico",Casanova '70,f
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),Frederic Raphael,Darling,t
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Jack Davies, Ken Annakin",Those Magnificent Men in Their Flying Machines,f
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Franklin Coen, Frank Davis",The Train,f
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),Jacques Demy,The Umbrellas of Cherbourg,f
1965,1966,38,JEAN HERSHOLT HUMANITARIAN AWARD,Edmond L. DePatie,,t
1965,1966,38,HONORARY AWARD, Bob Hope for unique and distinguished service to our industry and the Academy.,,t
1965,1966,38,IRVING G. THALBERG MEMORIAL AWARD,William Wyler,,t
1966,1967,39,ACTOR,Alan Arkin,The Russians Are Coming The Russians Are Coming,f
1966,1967,39,ACTOR,Richard Burton,Who's Afraid of Virginia Woolf?,f
1966,1967,39,ACTOR,Michael Caine,Alfie,f
1966,1967,39,ACTOR,Steve McQueen,The Sand Pebbles,f
1966,1967,39,ACTOR,Paul Scofield,A Man for All Seasons,t
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,f
1966,1967,39,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,f
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,t
1966,1967,39,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,f
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,f
1966,1967,39,ACTRESS,Anouk Aimee,A Man and a Woman,f
1966,1967,39,ACTRESS,Ida Kaminska,The Shop on Main Street,f
1966,1967,39,ACTRESS,Lynn Redgrave,Georgy Girl,f
1966,1967,39,ACTRESS,Vanessa Redgrave,Morgan!,f
1966,1967,39,ACTRESS,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,t
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Sandy Dennis,Who's Afraid of Virginia Woolf?,t
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,A Man for All Seasons,f
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Jocelyne Lagarde,Hawaii,f
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Vivien Merchant,Alfie,f
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,You're a Big Boy Now,f
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Robert Luthardt;  Set Decoration:  Edward G. Boyle,The Fortune Cookie,f
1966,1967,39,ART DIRECTION (Black-and-White),Luigi Scaccianoce,The Gospel According to St. Matthew,f
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  Willy Holt;  Set Decoration:  Marc Frederix, Pierre Guffroy",Is Paris Burning?,f
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt",Mister Buddwing,f
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins,Who's Afraid of Virginia Woolf?,t
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Fantastic Voyage,t
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin",Gambit,f
1966,1967,39,ART DIRECTION (Color),Piero Gherardi,Juliet of the Spirits,f
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne",The Oscar,f
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, John Sturtevant, William Kiernan",The Sand Pebbles,f
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,The Fortune Cookie,f
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Ken Higgins,Georgy Girl,f
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Marcel Grignon,Is Paris Burning?,f
1966,1967,39,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Seconds,f
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Haskell Wexler,Who's Afraid of Virginia Woolf?,t
1966,1967,39,CINEMATOGRAPHY (Color),Ernest Laszlo,Fantastic Voyage,f
1966,1967,39,CINEMATOGRAPHY (Color),Russell Harlan,Hawaii,f
1966,1967,39,CINEMATOGRAPHY (Color),Ted Moore,A Man for All Seasons,t
1966,1967,39,CINEMATOGRAPHY (Color),Conrad Hall,The Professionals,f
1966,1967,39,CINEMATOGRAPHY (Color),Joseph MacDonald,The Sand Pebbles,f
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,The Gospel According to St. Matthew,f
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,Mandragola,f
1966,1967,39,COSTUME DESIGN (Black-and-White),Helen Rose,Mister Buddwing,f
1966,1967,39,COSTUME DESIGN (Black-and-White),Jocelyn Rickards,Morgan!,f
1966,1967,39,COSTUME DESIGN (Black-and-White),Irene Sharaff,Who's Afraid of Virginia Woolf?,t
1966,1967,39,COSTUME DESIGN (Color),Jean Louis,Gambit,f
1966,1967,39,COSTUME DESIGN (Color),Dorothy Jeakins,Hawaii,f
1966,1967,39,COSTUME DESIGN (Color),Piero Gherardi,Juliet of the Spirits,f
1966,1967,39,COSTUME DESIGN (Color),"Elizabeth Haffenden, Joan Bridge",A Man for All Seasons,t
1966,1967,39,COSTUME DESIGN (Color),Edith Head,The Oscar,f
1966,1967,39,DIRECTING,Michelangelo Antonioni,Blow-Up,f
1966,1967,39,DIRECTING,Claude Lelouch,A Man and a Woman,f
1966,1967,39,DIRECTING,Fred Zinnemann,A Man for All Seasons,t
1966,1967,39,DIRECTING,Richard Brooks,The Professionals,f
1966,1967,39,DIRECTING,Mike Nichols,Who's Afraid of Virginia Woolf?,f
1966,1967,39,DOCUMENTARY (Feature),"Alfred R. Kelman, Producer",The Face of Genius,f
1966,1967,39,DOCUMENTARY (Feature),"Peter Jones and Tom Daly, Producers",Helicopter Canada,f
1966,1967,39,DOCUMENTARY (Feature),"Haroun Tazieff, Producer",Le Volcan Interdit (The Forbidden Volcano),f
1966,1967,39,DOCUMENTARY (Feature),"Alex Grasshoff, Producer",The Really Big Family,f
1966,1967,39,DOCUMENTARY (Feature),"Peter Watkins, Producer",The War Game,t
1966,1967,39,DOCUMENTARY (Short Subject),"Marin Karmitz and Vladimir Forgency, Producers",Adolescence,f
1966,1967,39,DOCUMENTARY (Short Subject),"Michael Ahnemann and Gary Schlosser, Producers",Cowboy,f
1966,1967,39,DOCUMENTARY (Short Subject),"Lee R. Bobker and Helen Kristt Radin, Producers",The Odds Against,f
1966,1967,39,DOCUMENTARY (Short Subject),Mafilm Studio,Saint Matthew Passion,f
1966,1967,39,DOCUMENTARY (Short Subject),"Edmond A. Levy, Producer",A Year toward Tomorrow,t
1966,1967,39,FILM EDITING,William B. Murphy,Fantastic Voyage,f
1966,1967,39,FILM EDITING,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",Grand Prix,t
1966,1967,39,FILM EDITING,"Hal Ashby, J. Terry Williams",The Russians Are Coming The Russians Are Coming,f
1966,1967,39,FILM EDITING,William Reynolds,The Sand Pebbles,f
1966,1967,39,FILM EDITING,Sam O'Steen,Who's Afraid of Virginia Woolf?,f
1966,1967,39,FOREIGN LANGUAGE FILM,Italy,The Battle of Algiers,f
1966,1967,39,FOREIGN LANGUAGE FILM,Czechoslovakia,Loves of a Blonde,f
1966,1967,39,FOREIGN LANGUAGE FILM,France,A Man and a Woman,t
1966,1967,39,FOREIGN LANGUAGE FILM,Poland,Pharaoh,f
1966,1967,39,FOREIGN LANGUAGE FILM,Yugoslavia,Three,f
1966,1967,39,MUSIC (Original Music Score),Toshiro Mayuzumi,The Bible,f
1966,1967,39,MUSIC (Original Music Score),John Barry,Born Free,t
1966,1967,39,MUSIC (Original Music Score),Elmer Bernstein,Hawaii,f
1966,1967,39,MUSIC (Original Music Score),Jerry Goldsmith,The Sand Pebbles,f
1966,1967,39,MUSIC (Original Music Score),Alex North,Who's Afraid of Virginia Woolf?,f
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Ken Thorne,A Funny Thing Happened on the Way to the Forum,t
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Luis Enrique Bacalov,The Gospel According to St. Matthew,f
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Elmer Bernstein,Return of the Seven,f
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Harry Sukman,The Singing Nun,f
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Al Ham,Stop the World--I Want to Get Off,f
1966,1967,39,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Alfie,f
1966,1967,39,MUSIC (Song),Music by John Barry; Lyrics by Don Black,Born Free,t
1966,1967,39,MUSIC (Song),Music by Tom Springfield; Lyrics by Jim Dale,Georgy Girl,f
1966,1967,39,MUSIC (Song),Music by Elmer Bernstein; Lyrics by Mack David,Hawaii,f
1966,1967,39,MUSIC (Song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,An American Dream,f
1966,1967,39,BEST PICTURE,"Lewis Gilbert, Producer",Alfie,f
1966,1967,39,BEST PICTURE,"Fred Zinnemann, Producer",A Man for All Seasons,t
1966,1967,39,BEST PICTURE,"Norman Jewison, Producer",The Russians Are Coming The Russians Are Coming,f
1966,1967,39,BEST PICTURE,"Robert Wise, Producer",The Sand Pebbles,f
1966,1967,39,BEST PICTURE,"Ernest Lehman, Producer",Who's Afraid of Virginia Woolf?,f
1966,1967,39,SHORT SUBJECT (Cartoon),"Wolf Koenig and Robert Verrall, Producers",The Drag,f
1966,1967,39,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",Herb Alpert and the Tijuana Brass Double Feature,t
1966,1967,39,SHORT SUBJECT (Cartoon),"David H. DePatie and Friz Freleng, Producers",The Pink Blueprint,f
1966,1967,39,SHORT SUBJECT (Live Action),"Derek Williams, Producer",Turkey the Bridge,f
1966,1967,39,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Wild Wings,t
1966,1967,39,SHORT SUBJECT (Live Action),"Leslie Winik, Producer",The Winning Strain,f
1966,1967,39,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Gambit,f
1966,1967,39,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Grand Prix,t
1966,1967,39,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",Hawaii,f
1966,1967,39,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",The Sand Pebbles,f
1966,1967,39,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",Who's Afraid of Virginia Woolf?,f
1966,1967,39,SOUND EFFECTS,Walter Rossi,Fantastic Voyage,f
1966,1967,39,SOUND EFFECTS,Gordon Daniel,Grand Prix,t
1966,1967,39,SPECIAL VISUAL EFFECTS,Art Cruickshank,Fantastic Voyage,t
1966,1967,39,SPECIAL VISUAL EFFECTS,Linwood G. Dunn,Hawaii,f
1966,1967,39,WRITING (Screenplay--based on material from another medium),Bill Naughton,Alfie,f
1966,1967,39,WRITING (Screenplay--based on material from another medium),Robert Bolt,A Man for All Seasons,t
1966,1967,39,WRITING (Screenplay--based on material from another medium),Richard Brooks,The Professionals,f
1966,1967,39,WRITING (Screenplay--based on material from another medium),William Rose,The Russians Are Coming The Russians Are Coming,f
1966,1967,39,WRITING (Screenplay--based on material from another medium),Ernest Lehman,Who's Afraid of Virginia Woolf?,f
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Story by Michelangelo Antonioni;  Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond",Blow-Up,f
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Billy Wilder, I. A. L. Diamond",The Fortune Cookie,f
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),Robert Ardrey,Khartoum,f
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven",A Man and a Woman,t
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Clint Johnston, Don Peters",The Naked Prey,f
1966,1967,39,JEAN HERSHOLT HUMANITARIAN AWARD,George Bagnall,,t
1966,1967,39,HONORARY AWARD, Y. Frank Freeman for unusual and outstanding service to the Academy during his thirty years in Hollywood.,,t
1966,1967,39,HONORARY AWARD, Yakima Canutt for achievements as a stunt man and for developing safety devices to protect stunt men everywhere.,,t
1966,1967,39,IRVING G. THALBERG MEMORIAL AWARD,Robert Wise,,t
1967,1968,40,ACTOR,Warren Beatty,Bonnie and Clyde,f
1967,1968,40,ACTOR,Dustin Hoffman,The Graduate,f
1967,1968,40,ACTOR,Paul Newman,Cool Hand Luke,f
1967,1968,40,ACTOR,Rod Steiger,In the Heat of the Night,t
1967,1968,40,ACTOR,Spencer Tracy,Guess Who's Coming to Dinner,f
1967,1968,40,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,f
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,f
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,f
1967,1968,40,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,t
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,f
1967,1968,40,ACTRESS,Anne Bancroft,The Graduate,f
1967,1968,40,ACTRESS,Faye Dunaway,Bonnie and Clyde,f
1967,1968,40,ACTRESS,Dame Edith Evans,The Whisperers,f
1967,1968,40,ACTRESS,Audrey Hepburn,Wait until Dark,f
1967,1968,40,ACTRESS,Katharine Hepburn,Guess Who's Coming to Dinner,t
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Carol Channing,Thoroughly Modern Millie,f
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Mildred Natwick,Barefoot in the Park,f
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,t
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Beah Richards,Guess Who's Coming to Dinner,f
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Katharine Ross,The Graduate,f
1967,1968,40,ART DIRECTION,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown",Camelot,t
1967,1968,40,ART DIRECTION,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Doctor Dolittle,f
1967,1968,40,ART DIRECTION,Art Direction:  Robert Clatworthy;  Set Decoration:  Frank Tuttle,Guess Who's Coming to Dinner,f
1967,1968,40,ART DIRECTION,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi",The Taming of the Shrew,f
1987,1988,60,DIRECTING,John Boorman,Hope and Glory,f
1967,1968,40,ART DIRECTION,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol",Thoroughly Modern Millie,f
1967,1968,40,CINEMATOGRAPHY,Burnett Guffey,Bonnie and Clyde,t
1967,1968,40,CINEMATOGRAPHY,Richard H. Kline,Camelot,f
1967,1968,40,CINEMATOGRAPHY,Robert Surtees,Doctor Dolittle,f
1967,1968,40,CINEMATOGRAPHY,Robert Surtees,The Graduate,f
1967,1968,40,CINEMATOGRAPHY,Conrad Hall,In Cold Blood,f
1967,1968,40,COSTUME DESIGN,Theadora Van Runkle,Bonnie and Clyde,f
1967,1968,40,COSTUME DESIGN,John Truscott,Camelot,t
1967,1968,40,COSTUME DESIGN,Bill Thomas,The Happiest Millionaire,f
1967,1968,40,COSTUME DESIGN,"Irene Sharaff, Danilo Donati",The Taming of the Shrew,f
1967,1968,40,COSTUME DESIGN,Jean Louis,Thoroughly Modern Millie,f
1967,1968,40,DIRECTING,Arthur Penn,Bonnie and Clyde,f
1967,1968,40,DIRECTING,Mike Nichols,The Graduate,t
1967,1968,40,DIRECTING,Stanley Kramer,Guess Who's Coming to Dinner,f
1967,1968,40,DIRECTING,Richard Brooks,In Cold Blood,f
1967,1968,40,DIRECTING,Norman Jewison,In the Heat of the Night,f
1967,1968,40,DOCUMENTARY (Feature),"Pierre Schoendoerffer, Producer",The Anderson Platoon,t
1967,1968,40,DOCUMENTARY (Feature),"Murray Lerner, Producer",Festival,f
1967,1968,40,DOCUMENTARY (Feature),"Carroll Ballard, Producer",Harvest,f
1967,1968,40,DOCUMENTARY (Feature),"Jack Le Vien, Producer",A King's Story,f
1967,1968,40,DOCUMENTARY (Feature),"William C. Jersey, Producer",A Time for Burning,f
1967,1968,40,DOCUMENTARY (Short Subject),"Charles E. Guggenheim, Producer",Monument to the Dream,f
1967,1968,40,DOCUMENTARY (Short Subject),"Christopher Chapman, Producer",A Place to Stand,f
1967,1968,40,DOCUMENTARY (Short Subject),"Mark Harris and Trevor Greenwood, Producers",The Redwoods,t
1967,1968,40,DOCUMENTARY (Short Subject),"Robert Fitchett, Producer",See You at the Pillar,f
1967,1968,40,DOCUMENTARY (Short Subject),"Carl V. Ragsdale, Producer",While I Run This Race,f
1967,1968,40,FILM EDITING,Frank P. Keller,Beach Red,f
1967,1968,40,FILM EDITING,Michael Luciano,The Dirty Dozen,f
1967,1968,40,FILM EDITING,"Samuel E. Beetley, Marjorie Fowler",Doctor Dolittle,f
1967,1968,40,FILM EDITING,Robert C. Jones,Guess Who's Coming to Dinner,f
1967,1968,40,FILM EDITING,Hal Ashby,In the Heat of the Night,t
1967,1968,40,FOREIGN LANGUAGE FILM,Czechoslovakia,Closely Watched Trains,t
1967,1968,40,FOREIGN LANGUAGE FILM,Spain,El Amor Brujo,f
1967,1968,40,FOREIGN LANGUAGE FILM,Yugoslavia,I Even Met Happy Gypsies,f
1967,1968,40,FOREIGN LANGUAGE FILM,France,Live for Life,f
1967,1968,40,FOREIGN LANGUAGE FILM,Japan,Portrait of Chieko,f
1967,1968,40,MUSIC (Original Music Score),Lalo Schifrin,Cool Hand Luke,f
1967,1968,40,MUSIC (Original Music Score),Leslie Bricusse,Doctor Dolittle,f
1967,1968,40,MUSIC (Original Music Score),Richard Rodney Bennett,Far from the Madding Crowd,f
1967,1968,40,MUSIC (Original Music Score),Quincy Jones,In Cold Blood,f
1967,1968,40,MUSIC (Original Music Score),Elmer Bernstein,Thoroughly Modern Millie,t
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Alfred Newman, Ken Darby",Camelot,t
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Lionel Newman, Alexander Courage",Doctor Dolittle,f
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),DeVol,Guess Who's Coming to Dinner,f
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Andre Previn, Joseph Gershenson",Thoroughly Modern Millie,f
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),John Williams,Valley of the Dolls,f
1967,1968,40,MUSIC (Song),Music and Lyrics by Terry Gilkyson,The Jungle Book,f
1967,1968,40,MUSIC (Song),Music by Quincy Jones; Lyrics by Bob Russell,Banning,f
1967,1968,40,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Casino Royale,f
1967,1968,40,MUSIC (Song),Music and Lyrics by Leslie Bricusse,Doctor Dolittle,t
1967,1968,40,MUSIC (Song),Music and Lyrics by James Van Heusen and Sammy Cahn,Thoroughly Modern Millie,f
1967,1968,40,BEST PICTURE,"Warren Beatty, Producer",Bonnie and Clyde,f
1967,1968,40,BEST PICTURE,"Arthur P. Jacobs, Producer",Doctor Dolittle,f
1967,1968,40,BEST PICTURE,"Lawrence Turman, Producer",The Graduate,f
1967,1968,40,BEST PICTURE,"Stanley Kramer, Producer",Guess Who's Coming to Dinner,f
1967,1968,40,BEST PICTURE,"Walter Mirisch, Producer",In the Heat of the Night,t
1967,1968,40,SHORT SUBJECT (Cartoon),"Fred Wolf, Producer",The Box,t
1967,1968,40,SHORT SUBJECT (Cartoon),"Jean-Charles Meunier, Producer",Hypothese Beta,f
1967,1968,40,SHORT SUBJECT (Cartoon),"Robert Verrall and Wolf Koenig, Producers",What on Earth!,f
1967,1968,40,SHORT SUBJECT (Live Action),"Julian Biggs, Producer",Paddle to the Sea,f
1967,1968,40,SHORT SUBJECT (Live Action),"Christopher Chapman, Producer",A Place to Stand,t
1967,1968,40,SHORT SUBJECT (Live Action),"John Ferno, Producer",Sky over Holland,f
1967,1968,40,SHORT SUBJECT (Live Action),"Len Janson and Chuck Menville, Producers","Stop, Look and Listen",f
1967,1968,40,SOUND,Warner Bros.-Seven Arts Studio Sound Department,Camelot,f
1967,1968,40,SOUND,Metro-Goldwyn-Mayer Studio Sound Department,The Dirty Dozen,f
1967,1968,40,SOUND,20th Century-Fox Studio Sound Department,Doctor Dolittle,f
1967,1968,40,SOUND,Samuel Goldwyn Studio Sound Department,In the Heat of the Night,t
1967,1968,40,SOUND,Universal City Studio Sound Department,Thoroughly Modern Millie,f
1967,1968,40,SOUND EFFECTS,John Poyner,The Dirty Dozen,t
1967,1968,40,SOUND EFFECTS,James A. Richard,In the Heat of the Night,f
1967,1968,40,SPECIAL VISUAL EFFECTS,L. B. Abbott,Doctor Dolittle,t
1967,1968,40,SPECIAL VISUAL EFFECTS,"Howard A. Anderson, Jr., Albert Whitlock",Tobruk,f
1967,1968,40,WRITING (Screenplay--based on material from another medium),"Donn Pearce, Frank R. Pierson",Cool Hand Luke,f
1967,1968,40,WRITING (Screenplay--based on material from another medium),"Calder Willingham, Buck Henry",The Graduate,f
1967,1968,40,WRITING (Screenplay--based on material from another medium),Richard Brooks,In Cold Blood,f
1967,1968,40,WRITING (Screenplay--based on material from another medium),Stirling Silliphant,In the Heat of the Night,t
1967,1968,40,WRITING (Screenplay--based on material from another medium),"Joseph Strick, Fred Haines",Ulysses,f
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),"David Newman, Robert Benton",Bonnie and Clyde,f
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),Story by Robert Kaufman;  Screenplay by Norman Lear,Divorce American Style,f
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),William Rose,Guess Who's Coming to Dinner,t
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),Jorge Semprun,La Guerre Est Finie,f
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),Frederic Raphael,Two for the Road,f
1967,1968,40,JEAN HERSHOLT HUMANITARIAN AWARD,Gregory Peck,,t
1967,1968,40,HONORARY AWARD, Arthur Freed for distinguished service to the Academy and the production of six top-rated Awards telecasts.,,t
1967,1968,40,IRVING G. THALBERG MEMORIAL AWARD,Alfred Hitchcock,,t
1968,1969,41,ACTOR,Alan Arkin,The Heart Is a Lonely Hunter,f
1968,1969,41,ACTOR,Alan Bates,The Fixer,f
1968,1969,41,ACTOR,Ron Moody,Oliver!,f
